id,phase,title,source,verify_command,expected_output,status,evidence_ref,owner_blocked
BR-404,4,"[EXIT] D-11 as amended by PMD-09: default GET /api/v1/construction/boq?projectId= on a fixture of 5,924 BOQ headers and 10,907 line items (shape of project dd486dad, live 2026-09-25; that full read is 7,561,948 bytes of line-item JSON today) returns the current revision's first page only, body under 1,048,576 bytes, route time under 2,000 ms",U-27;D-11;WO4.4;F-A05-3;F-A05-5;M-A05-3,bun test --isolate src/app/api/v1/construction/boq/route.d11.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main ce9130fa (run_rows.ps1); U-27 #1871, U-28 #1869; exit 0, 8.1s",no
BR-405,4,"Falsifiability partner of BR-404: mutation boq-keyset-no-limit (page-size limit removed from the keyset reader) makes route.d11.test.ts fail; runner scripts/verify/mutation-check.sh (created by this row) applies the named mutation from scripts/verify/mutations.tsv, runs the test, restores the file and requires an empty git diff",U-27;D-11;WO4.4,bash scripts/verify/mutation-check.sh boq-keyset-no-limit,"EXIT 0; stdout last line ""MUTANT KILLED boq-keyset-no-limit""",pass,"PM run 2026-09-25 on main ce9130fa (run_rows.ps1); U-27 #1871, U-28 #1869; exit 0, 17.1s",no
BR-406,4,Registry entry create_boq (absent from EXECUTORS at executor.ts:672-685 on origin/main 025eea08) wraps createBoq() (construction-boq-service.ts:1361): a task with nested lineItems writes 1 BOQ and the re-read line-item count equals the input count,U-28;R-01;R-10,bun test --isolate src/lib/pipeline/executor.create-boq.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main ce9130fa (run_rows.ps1); U-27 #1871, U-28 #1869; exit 0, 2s",no
BR-407,4,Registry entry get_boq_line_items is read-only (not in WRITE_FUNCTION_IDS) and returns at most 50 line items with description and itemCode plus a nextCursor,U-28;R-30;R-31;R-32;D-11,bun test --isolate src/lib/pipeline/executor.get-boq-line-items.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main c737ee6c (run_rows.ps1); U-28 part 2 #1875; exit 0, 5.1s",no
BR-408,4,"executeCreateBoqRevision (executor.ts:485-492 forwards only boqId and title today) forwards lineItems, allowScopeReductionOverride and sourceChangeOrderId to createBoqRevision(); the re-read revision's line items differ from the parent's line items",U-28;F-A03-4;R-20;R-24;R-98;R-C13,bun test --isolate src/lib/pipeline/executor.boq-revision.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main ce9130fa (run_rows.ps1); U-27 #1871, U-28 #1869; exit 0, 2s",no
BR-409,4,[EXIT] WO 4.5 as amended by M-A04-1: surface 1 route GET /api/v1/projexa/projects/[id]/approvals returns 200 with at least 1 AI-prepared BOQ line-item proposal from proposeSubmission() (run-submission.ts:1197; nothing written) and 1 approve action per proposal that posts to confirmSubmission() (run-submission.ts:1372),U-29;WO4.5;M-A04-1;M-A03-5;D-08,"bun test --isolate ""src/app/api/v1/projexa/projects/[id]/approvals/route.test.ts""","EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 19.4s",no
BR-410,4,"Surface 1 approve persists: confirming a BOQ line-item proposal writes the line item, the re-read row equals the proposal, and exactly 1 compliance.audit_logs row for that entity_id has surface s1_one_page_ai_prepared and a non-null user_id",U-29;U-32;WO4.1;WO4.3,bun test --isolate src/app/api/v1/projexa/tasks/route.surface1-approve.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 4.1s",no
BR-411,4,Owner questions Q3 and Q4 recorded in OWNER_QUESTIONS.md: the Q3 row cites PMD-05 (email-triggered actions create proposals only) and the Q4 row cites PMD-06 (DNS owner-only) and names the prepared record list DNS_RESEND_INBOUND_RECORDS.md,U-30;WO-Q3;WO-Q4;PMD-05;PMD-06,"test ""$(git grep -c -E '^[|][[:space:]]*Q3[[:space:]]*[|].*PMD-05|^[|][[:space:]]*Q4[[:space:]]*[|].*PMD-06.*DNS_RESEND_INBOUND_RECORDS[.]md' -- ai-os/projexa-build-001/OWNER_QUESTIONS.md | awk -F: '{s+=$2} END {print s+0}')"" = ""2""",EXIT 0,pass,"PM run 2026-09-25 on main a5dee217 (run_rows.ps1); exit 0, 1s",no
BR-412,4,"Resend inbound DNS records applied by the owner: every record in ai-os/projexa-build-001/DNS_RESEND_INBOUND_RECORDS.md resolves to its listed value (read-only DNS lookup by scripts/verify/resend-inbound-dns.sh, created by this row; the PM makes no DNS change)",U-30;WO-Q4;R-C17;PMD-06,bash scripts/verify/resend-inbound-dns.sh,"EXIT 0; stdout last line ""records_missing=0""",blocked_owner,PMD-06 2026-09-25,yes
BR-413,4,"Resend inbound webhook reads attachments (resend-inbound/route.ts:135-143 reads from, to, subject and text only on origin/main 025eea08): a Svix-signed email.received fixture with 1 .xlsx attachment stores 1 attachment linked to the inbound message row, counted by re-reading the database",U-31;PM-Gap6,bun test --isolate src/app/api/webhooks/resend-inbound/route.attachments.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main 68c37e74 (run_rows.ps1); U-31 #1878; exit 0, 7.1s",no
BR-414,4,"Email promote dispatches into EXECUTORS as a proposal (PMD-05): promoteEmailIntelligenceItem for a BOQ line-item suggestion (email-intelligence-service.ts:180; inserts a generic tasks row at :198-202 today) stores 1 submission proposal, 0 tasks rows and 0 construction_boq_line_items rows; confirmSubmission on it then writes 1 line item",U-31;U-30;PM-Gap7;PMD-05,bun test --isolate src/lib/services/email-intelligence-service.promote.test.ts,"EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-25 on main 68c37e74 (run_rows.ps1); U-31 #1878; exit 0, 2s",no
BR-415,4,"compliance.audit_logs has a surface column (18 columns and no surface column, live 2026-09-25), added by a migration with a drizzle/down inverse",U-32;WO4.2;F-A04-2;F-A11-3;M-A04-2;M-A11-4,"node scripts/verify/sql-assert.mjs --project ct --sql ""select count(*) from information_schema.columns where table_schema='compliance' and table_name='audit_logs' and column_name='surface'"" --equals 1","EXIT 0; stdout ""1""",pass,"SQL 2026-09-25: 1 column named surface on compliance.audit_logs (Supabase SQL tool, after migration 0619, PR 1876); exit 0, 1s",no
BR-416,4,"[EXIT] WO 4.1: all 4 boq_progress cells in surface_matrix.json are proven and carry 1 distinct record_id (runner scripts/verify/boq-surface-cells.sh, created by this row, runs the 4 cell verify_commands and the boq_progress convergence command; surface 4 needs owner DNS per PMD-06)",U-32;U-31;WO4.1;D-08,bash scripts/verify/boq-surface-cells.sh,"EXIT 0; stdout last line ""proven=4 distinct_record_ids=1""",blocked_owner,PMD-06 2026-09-25,yes
BR-417,4,"[EXIT] WO 4.2: count(distinct surface) in compliance.audit_logs for the boq_progress record_id = 4 (runner scripts/verify/boq-audit-surfaces.sh, created by this row, reads record_id from surface_matrix.json and runs the SELECT through sql-assert.mjs)",U-32;WO4.2,bash scripts/verify/boq-audit-surfaces.sh,"EXIT 0; stdout last line ""4""",blocked_owner,PMD-06 2026-09-25,yes
BR-418,4,"[EXIT] WO 4.3: the 4 audit rows for that record_id each have a user_id that exists in compliance.users and an actor_role other than api_key (runner scripts/verify/boq-audit-real-users.sh, created by this row)",U-32;U-20;WO4.3;D-09,bash scripts/verify/boq-audit-real-users.sh,"EXIT 0; stdout last line ""4""",blocked_owner,PMD-06 2026-09-25,yes
BR-419,4,"BOQ client reads go through the Edge gateway (PMD-01): on projexa main, ScopeObjectClient.tsx and BoqDualViewGrid.tsx issue 0 GET requests to /api/scope (today ScopeObjectClient line 116 and BoqDualViewGrid line 195) and name the gateway URL as a code constant, no Vercel env change (scripts/verify/projexa-boq-read-targets.sh, created by this row, reads both files with gh api)",U-33;M-A10-4;E-11,bash scripts/verify/projexa-boq-read-targets.sh,"EXIT 0; stdout last line ""api_scope_get=0 gateway_const=1""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1) (bash scripts/verify/projexa-boq-read-targets.sh against projexa main: api_scope_get=0 gateway_const=1); exit 0, 1s",no
BR-420,4,"[EXIT] E-09: the BOQ screen renders its line items with the network offline after one online load (Playwright spec e2e/boq-offline.spec.ts in projexa, run by scripts/verify/projexa-playwright.sh, created by this row, against a local projexa server with the gateway stubbed by fixture JSON; no session minted, no Vercel)",U-33;E-09,bash scripts/verify/projexa-playwright.sh e2e/boq-offline.spec.ts,"EXIT 0; stdout contains ""1 passed""",pending,,no
BR-421,4,"[EXIT] E-10: filtering a 10,907-line fixture runs in a Web Worker and the longest main-thread long task during the filter is under 50 ms (Playwright spec e2e/boq-worker-filter.spec.ts, same local runner as BR-420)",U-33;E-10;D-11,bash scripts/verify/projexa-playwright.sh e2e/boq-worker-filter.spec.ts,"EXIT 0; stdout contains ""1 passed""",pending,,no
BR-422,4,"[EXIT] E-11: 0 Vercel function invocations on the projexa BOQ read path over 24 h of synthetic traffic (scripts/verify/vercel-boq-invocations-24h.sh, created by this row, read-only Vercel API; exits 1 when the Edge gateway logged 0 synthetic BOQ reads in the same window, non-vacuity); needs an owner-released deploy",U-33;E-11,bash scripts/verify/vercel-boq-invocations-24h.sh,"EXIT 0; stdout last line ""invocations=0""",blocked_owner,PMD-11 2026-09-25,yes
BR-423,4,"[EXIT] E-12: the BOQ screen shell is a static CDN asset with response header x-vercel-cache HIT (scripts/verify/projexa-boq-cdn-hit.sh, created by this row; today scope/[id]/page.tsx reads params and searchParams, so it renders on demand); needs an owner-released deploy",U-33;E-12,bash scripts/verify/projexa-boq-cdn-hit.sh,"EXIT 0; stdout last line ""x-vercel-cache=HIT""",blocked_owner,PMD-11 2026-09-25,yes
BR-424,4,Paste-back fallback for AIs that cannot reach the link URL: POST /api/v1/projexa/projects/[id]/paste-back with a valid fenced JSON block under the signed-in user's session stores 1 proposal that the surface 1 approvals route lists and writes 0 BOQ line-item rows; a block that fails the function-registry schema returns 422 and stores 0 proposals,U-47;U-29;U-46,"bun test --isolate ""src/app/api/v1/projexa/projects/[id]/paste-back/route.test.ts""","EXIT 0; stdout contains ""0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 2s",no
BR-480,4,"ai-work-link Edge Function has at least 3 files, and the link's Edge code names none of runSubmission, runLevel1, callLLM, resolveModelConfig or the Vercel route api/mcp/ (AWL-S02 and AWL-S15 merged)",U-46;U-43;AWL-S02;AWL-S15;A-07;PMD-26,"test ""$(git grep -c -E '.' -- supabase/functions/ai-work-link | awk -F: 'END {print (NR>=3)}')"" = ""1"" && test ""$(git grep -c -E 'runSubmission|runLevel1|callLLM|resolveModelConfig|api/mcp/' -- supabase/functions/ai-work-link supabase/functions/ai-work-link-exec supabase/functions/_shared/ai-link | awk -F: '{s+=$2} END {print s+0}')"" = ""0""",EXIT 0,pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 1.1s",no
BR-481,4,"One copy of the shared link helpers inside the PROJEXA link code: negotiateFormat, paginate and errorBody are exported once from supabase/functions/_shared/ai-link/core.ts and nowhere else in _shared or ai-work-link; the DPDP router's own three copies are the recorded exception EXC-DUP-2 (PMD-48, OD-6)",U-46;U-44;AWL-S04;A-20;OD-6,"test ""$(git grep -c -E '^export function (negotiateFormat|paginate(<T>)?|errorBody)\(' -- supabase/functions/_shared supabase/functions/ai-work-link | awk -F: '{s+=$2} END {print s+0}')"" = ""3"" && test ""$(git grep -c -E '^export function (negotiateFormat|paginate(<T>)?|errorBody)\(' -- supabase/functions/_shared/ai-link/core.ts | awk -F: '{s+=$2} END {print s+0}')"" = ""3"" && test ""$(git grep -c -F 'EXC-DUP-2' -- ai-os/projexa-build-001/PM_DECISIONS.md | awk -F: '{s+=$2} END {print s+0}')"" -ge ""1""",EXIT 0,pending,"origin/main b2a4b20b: 3 matches, all in dpdp-ai-link/router.ts",no
BR-482,4,"Unit tests for the link router, MCP layer, OpenAPI documents and fail-closed call log pass",U-46;AWL-S10,bun test --isolate src/lib/services/ai-work-link-router.test.ts src/lib/services/ai-work-link-mcp.test.ts src/lib/services/ai-work-link-openapi.test.ts src/lib/services/ai-work-link-index.test.ts,"EXIT 0; output contains "" 0 fail""",pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 3s",no
BR-483,4,"Every PROJEXA link row is hashed and holds no plaintext token, with at least one row present (AWL-D01 and AWL-D12 merged; needs VERIFY_DATABASE_URL for a role not limited by RLS on platform.user_ai_links, PMD-22)",U-46;U-18;AWL-D01;AWL-D12;A-05;A-08,"node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) filter (where product = 'projexa') >= 1 and count(*) filter (where product = 'projexa' and token is not null) = 0 then 1 else 0 end from platform.user_ai_links"" --equals 1 && node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) filter (where product = 'projexa') >= 1 and count(*) filter (where product = 'projexa' and token_hash is null) = 0 then 1 else 0 end from platform.user_ai_links"" --equals 1","EXIT 0; stdout ""1"" twice",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-484,4,"Link functions exist; none is executable by anon, and none of the token-taking ones by authenticated (AWL-D04 and AWL-D05 merged; WO 2.7 allow-list of 4)",U-46;AWL-D04;AWL-D05;WO2.7;WO1.5,"node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) >= 1 and count(*) filter (where has_function_privilege('anon', p.oid, 'EXECUTE') or has_function_privilege('authenticated', p.oid, 'EXECUTE')) = 0 then 1 else 0 end from pg_proc p join pg_namespace n on n.oid = p.pronamespace where n.nspname = 'public' and p.proname like 'ai\_work\_link%' and p.proname not in ('ai_work_link_create', 'ai_work_link_list', 'ai_work_link_revoke', 'ai_work_link_warning')"" --equals 1 && node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) >= 1 and count(*) filter (where has_function_privilege('anon', p.oid, 'EXECUTE')) = 0 then 1 else 0 end from pg_proc p join pg_namespace n on n.oid = p.pronamespace where n.nspname = 'public' and p.proname like 'ai\_work\_link%'"" --equals 1","EXIT 0; stdout ""1"" twice",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-485,4,"Call log: append-only guard trigger, monthly range partitions and the active retention job ai-work-link-call-retention (AWL-D06, D15 and D16 merged; reading cron.job needs a role that can see it)",U-46;AWL-D06;AWL-D15;AWL-D16;A-12,"node scripts/verify/sql-assert.mjs --project ct --sql ""select count(*) from pg_trigger where tgrelid = 'platform.ai_work_link_call'::regclass and tgname = 'ai_work_link_call_guard'"" --equals 1 && node scripts/verify/sql-assert.mjs --project ct --sql ""select count(*) from cron.job where jobname = 'ai-work-link-call-retention' and active"" --equals 1 && node scripts/verify/sql-assert.mjs --project ct --sql ""select count(*) from pg_partitioned_table pt join pg_class c on c.oid = pt.partrelid join pg_namespace n on n.oid = c.relnamespace where n.nspname = 'platform' and c.relname = 'ai_work_link_call' and pt.partstrat = 'r'"" --equals 1","EXIT 0; stdout ""1"" three times",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-486,4,"Idempotency key held by a partial unique index on live or done intents only, so a failed intent frees its key (A-10)",U-46;AWL-D10;A-10,"node scripts/verify/sql-assert.mjs --project ct --sql ""select count(*) from pg_indexes where schemaname = 'platform' and tablename = 'ai_work_link_intent' and indexdef ilike 'create unique index%(link_id, idempotency_key)%where%status%'"" --equals 1","EXIT 0; stdout ""1""",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-487,4,"Link tables exist and use timestamptz only (read from pg_attribute, not privilege-filtered)",U-46;AWL-D11,"node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(distinct c.relname) >= 3 and count(*) filter (where a.atttypid = 'timestamp without time zone'::regtype) = 0 then 1 else 0 end from pg_attribute a join pg_class c on c.oid = a.attrelid join pg_namespace n on n.oid = c.relnamespace where n.nspname = 'platform' and c.relname like 'ai\_work\_link%' and c.relkind in ('r', 'p') and a.attnum > 0 and not a.attisdropped"" --equals 1","EXIT 0; stdout ""1""",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-488,4,Every link migration has a PASS_ROLLED_BACK aborted-transaction rehearsal and a PGlite forward-then-down replay with an equal schema hash (creates scripts/verify/awl-rollback.sh),U-46;U-17;AWL-D13;WO2.6;D-10;PMD-10;A-20,bash scripts/verify/awl-rollback.sh,"EXIT 0; stdout last line ""AWL_ROLLBACK missing_rehearsal=0 replay_mismatch=0""",pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 24.2s",no
BR-489,4,"SQL minting rule equals canReadProject for public and private projects, 11 roles, lead and non-lead",U-46;AWL-D14;F-9,bun test --isolate src/lib/services/ai-work-link-eligibility-parity.test.ts,"EXIT 0; output contains "" 0 fail""",pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 7.1s",no
BR-490,4,"[EXIT] Conformance harness against the Edge link, read-only, with the project-B, member, revoked and demoted test links: 23 of 23 (covers AWL-H26, H27 and H28 through harness checks H24, H22 and H13)",U-46;U-45;U-43;AWL-H01;AWL-H26;AWL-H27;AWL-H28;A-01;A-03;A-21;A-22,bash scripts/verify/awl-harness.sh readonly,"EXIT 0; stdout last line ""RESULT: 23 passed, 0 failed""",pass,"LIVE 2026-09-26 against the deployed ai-work-link: awl-harness.sh readonly, RESULT 23 passed 0 failed (third laptop attempt; earlier attempts hit laptop network timeouts, not function errors); exit 0, 1s",no
BR-491,4,"Link reachability: link at most 250 characters, no redirect, IPv4 A record, robots.txt 404, ChatGPT user agent 200, exact text/markdown content type, CORS preflight 204, paste card token-free and at most 8,000 bytes (AWL-H04 to H08, H16, H17 and H19 merged; creates scripts/verify/awl-reachability.sh)",U-46;U-47;AWL-H04;AWL-H05;AWL-H06;AWL-H07;AWL-H08;AWL-H16;AWL-H17;AWL-H19,bash scripts/verify/awl-reachability.sh,"EXIT 0; stdout last line ""AWL_REACH passed=8 failed=0""",pass,"LIVE 2026-09-26 against the deployed ai-work-link (v1, deployed today; seed links on projexa_demo_org test users, expiring 2026-09-27); exit 0, 1s",no
BR-492,4,"Rate limits: the 121st call in a minute on one link, the 31st unknown-token call, and the 31st unknown-token call with a rotated X-Forwarded-For each answer 429 (AWL-H09, H10 and H24 merged; spike S-3; creates scripts/verify/awl-rate-limits.sh)",U-46;AWL-H09;AWL-H10;AWL-H24;A-12;S-3,bash scripts/verify/awl-rate-limits.sh,"EXIT 0; stdout last line ""AWL_RATE link_121st=429 unknown_31st=429 rotated_31st=429""",pending,,no
BR-493,4,Header mode answers 200 with Link-Token and with a non-JWT Bearer through the Supabase gateway (AWL-H11 and H12 merged; spike S-2),U-46;AWL-H11;AWL-H12;S-2;U-7,"test ""$(curl -s -o /dev/null -w '%{http_code}' -H ""Link-Token: $AWL_TOKEN"" ""$AWL_F/header/context"")"" = ""200"" && test ""$(curl -s -o /dev/null -w '%{http_code}' -H ""Authorization: Bearer $AWL_TOKEN"" ""$AWL_F/header/context"")"" = ""200""",EXIT 0,pass,"LIVE 2026-09-26 against the deployed ai-work-link (v1, deployed today; seed links on projexa_demo_org test users, expiring 2026-09-27); exit 0, 1s",no
BR-494,4,"A write naming another project is refused 403, before and after spike S-1, because scope is checked before availability",U-46;U-18;AWL-H13;WO2.4,"test ""$(curl -s -o /dev/null -w '%{http_code}' -X POST -H 'content-type: application/json' -d ""{\""function\"":\""record_work_progress\"",\""params\"":{\""projectId\"":\""$AWL_PROJECT_B_ID\"",\""itemCode\"":\""EX-01\"",\""percent\"":10}}"" ""$AWL_LINK/actions"")"" = ""403""",EXIT 0,pass,"LIVE 2026-09-26 against the deployed ai-work-link (v1, deployed today; seed links on projexa_demo_org test users, expiring 2026-09-27); exit 0, 1s",no
BR-495,4,"Member-role link: a filter and a sort on a money column answer 400, and every BOQ money value is null (AWL-H14 and H23 merged; creates scripts/verify/awl-member-money.sh)",U-46;U-01;AWL-H14;AWL-H23;WO2.5;A-09,"test ""$(curl -s -o /dev/null -w '%{http_code}' ""$AWL_LINK_M/records/boq_lines?amount_gt=0"")"" = ""400"" && test ""$(curl -s -o /dev/null -w '%{http_code}' ""$AWL_LINK_M/records/boq_lines?sort=rate"")"" = ""400"" && bash scripts/verify/awl-member-money.sh","EXIT 0; stdout last line ""AWL_MEMBER_MONEY non_null=0""",pass,"LIVE 2026-09-26 against the deployed ai-work-link (v1, deployed today; seed links on projexa_demo_org test users, expiring 2026-09-27); exit 0, 1s",no
BR-496,4,"Static inbox and confirm pages on the OD-3 host: both answer 200, neither carries x-vercel-id, and both carry the typed confirm-code input (AWL-H15 and H25 merged; creates scripts/verify/awl-static-pages.sh)",U-47;U-46;AWL-H15;AWL-H25;A-07;A-15;PMD-24,bash scripts/verify/awl-static-pages.sh,"EXIT 0; stdout last line ""AWL_STATIC pages=2 vercel_headers=0 confirm_code=2""",pass,"PM run 2026-09-26 on main 1658a8b0 (compliance-tracker #1901 DPDP hash lookup, #1902 static pages check; projexa #325 M4 route removed); BR-496 against the live OD-3 host projexa-link-pages.pages.dev: AWL_STATIC pages=2 vercel_headers=0 confirm_code=2; exit 0, 1s",no
BR-497,4,Level-2 confirm is an app route: no JWT answers 401 and another user's JWT answers 403,U-46;U-47;AWL-H18;A-20,"test ""$(curl -s -o /dev/null -w '%{http_code}' -X POST -H 'content-type: application/json' -d ""{\""confirmToken\"":\""$AWL_CONFIRM_TOKEN\""}"" ""$AWL_F/drafts/$AWL_DRAFT_ID/confirm"")"" = ""401"" && test ""$(curl -s -o /dev/null -w '%{http_code}' -X POST -H ""Authorization: Bearer $AWL_OTHER_USER_JWT"" -H 'content-type: application/json' -d ""{\""confirmToken\"":\""$AWL_CONFIRM_TOKEN\""}"" ""$AWL_F/drafts/$AWL_DRAFT_ID/confirm"")"" = ""403""",EXIT 0,pending,,no
BR-498,4,"Authority is checked on every call: a revoked throwaway link answers 410 on the next call and its row reads revoked, and a person demoted after mint gets 403 on a write (AWL-H20 and H22 merged; creates scripts/verify/awl-live-authority.sh)",U-46;AWL-H20;AWL-H22;A-03;A-08;T14,bash scripts/verify/awl-live-authority.sh,"EXIT 0; stdout last line ""AWL_AUTHORITY revoked_next_call=410 demoted_write=403""",pending,,no
BR-499,4,Largest project BOQ page answers 200 in under 2 s and under 1 MB (creates scripts/verify/awl-largest-page.sh),U-46;U-27;AWL-H21;D-11,bash scripts/verify/awl-largest-page.sh,"EXIT 0; stdout last line ""AWL_PAGE status=200 under_2s=yes under_1mb=yes""",pass,"LIVE 2026-09-26 against the deployed ai-work-link (v1, deployed today; seed links on projexa_demo_org test users, expiring 2026-09-27); exit 0, 1s",no
BR-501,5,[ENTRY] Every phase 4 [EXIT] row with status other than blocked_owner still passes (runner scripts/verify/phase-gate.sh created by BR-401),U-27;U-28;U-29;U-32;U-33;WO4.1;WO4.2;WO4.3;WO4.4;WO4.5;E-09;E-10;E-11;E-12,bash scripts/verify/phase-gate.sh 4,"EXIT 0; stdout last line ""phase=4 failed=0""",pending,,no
BR-502,5,Owner Q1 build order recorded as PMD-03 in the repo copy of PM_DECISIONS.md (AI-Link MCP path first; then extraction; then registry),U-34;WO-Q1;PMD-03;PMD-21,"test ""$(git grep -c -E '^\*\*PMD-03 \(Q1\) Build order\.' -- ai-os/projexa-build-001/PM_DECISIONS.md | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0; stdout empty,pass,"PM run 2026-09-25 on main f39a82f2 (run_rows.ps1); PMD-03 in the repo copy; exit 0, 1s",no
BR-503,5,[EXIT] 5.4 COST_BUDGET.csv: per-call ceiling on every extraction path; projected monthly Vercel gross <= 20.00 (creates scripts/verify/cost-budget.sh),U-35;WO5.4;E-15;A4;PMD-13;F-A08-2;F-A12-4;M-A08-2;M-A12-3,bash scripts/verify/cost-budget.sh,"EXIT 0; stdout last line ""paths_without_ceiling=0 projected_gross_usd<=20.00 cumulative_2026-08-26_to_2026-09-25=29.2436""",pass,"PM run 2026-09-25 on main f5478869 (run_rows.ps1); exit 0, 1s",no
BR-504,5,[DATE owner go-live + 30 days] measured 30-day Vercel gross <= 20.00 read one Pacific day per call at 07:00Z boundaries (creates read-only scripts/verify/vercel-gross-30d.sh),U-35;E-15;WO5.4;PMD-11;PMD-13;F-A08-3;F-A08-4;M-A08-4;M-A12-4,bash scripts/verify/vercel-gross-30d.sh,"EXIT 0; stdout last line ""gross_30d_usd<=20.00""",blocked_owner,A08 billing 2026-09-25: run rate 1.2903/day; Vercel locked per PMD-11,yes
BR-505,5,BOQ/project extraction entry point and its Supabase Edge model call live in the existing document-extraction-service.ts (no second service file),U-36;PMD-03;C7;V6;Gap-2;E-13;F-A11-2;F-A10-4;M-A11-6,"test ""$(git grep -c -E '^export async function extractProjectFromDocument\(|functions/v1/projexa-document-extract' -- src/lib/services/document-extraction-service.ts | awk -F: '{s+=$2} END {print s+0}')"" = ""2""",EXIT 0; stdout empty,pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 1.3s",no
BR-506,5,Extraction unit test: xlsx workbook read on every sheet into the BOQ/project target schema (22-sheet fixture built from a real BOQ),U-36;Gap-B;M-A11-6;F-A05-3;WO5.2;WO5.3,bun test --isolate src/lib/services/document-extraction-service.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 26.3s",no
BR-507,5,[EXIT] 5.3 planted prompt-injection document gives a schema-validation rejection with 0 createProject() and 0 createBoq() calls,U-36;WO5.3;E-13,bun test --isolate src/lib/services/document-extraction-service.injection.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 6.1s",no
BR-508,5,[EXIT] 5.2 POST projects/from-document route test: second submit of the same file returns the first project id (1 insert; reuses createProject()/createBoq()),U-37;U-36;WO5.2;Gap-1;PMD-03,bun test --isolate src/app/api/v1/projexa/projects/from-document/route.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 20.3s",no
BR-509,5,Live 5.2 on verdian-ai: the fixture file submitted twice leaves 1 compliance.projects row (creates scripts/verify/p5-extraction-idempotent.sh),U-37;U-36;WO5.2;PMD-02,bash scripts/verify/p5-extraction-idempotent.sh,"EXIT 0; stdout last line ""projects_for_fixture_sha256=1""",blocked_owner,"PMD-43 2026-09-25: the owner chose the provider (Groq floor tier, cap 1 USD, BR-526); the row waits only for the owner to set the provider key as an Edge Function secret with one command",yes
BR-510,5,[EXIT] E-13 over 7 days: Vercel invocations attributable to extraction = 0 while projexa-document-extract Edge invocations >= 1 (creates read-only scripts/verify/extraction-invocations-7d.sh),U-36;E-13;PMD-02;PMD-11;F-A10-4,bash scripts/verify/extraction-invocations-7d.sh,"EXIT 0; stdout last line ""vercel_extraction_7d=0 edge_extract_7d>=1""",blocked_owner,PMD-11 2026-09-25: Vercel locked and no deploy,yes
BR-511,5,SHARED_BOUNDARY.md has one table row each for the two new verdian-ai objects projexa-document-extract and projexa-scheduler-bridge,U-36;U-40;U-11;E-16;E-17;PMD-18;F-A07-4;M-A09-6,"test ""$(git grep -c -E '^\| *(projexa-document-extract|projexa-scheduler-bridge) *\|' -- ai-os/SHARED_BOUNDARY.md | awk -F: '{s+=$2} END {print s+0}')"" = ""2""",EXIT 0; stdout empty,pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 2.7s",no
